"GEOID","NAME","IncomeE","PopE","AgeE","HouseValueE","HouseholdSizeE","NumHouseE","BirthPlace_Born in state of res","BirthPlace_Born in other state","BirthPlace_Native; born outside","BirthPlace_Foreign born:","Industry_Agric","Industry_Const","Industry_Manuf","Industry_Whole","Industry_Retai","Industry_Trans","Industry_Infor","Industry_Finan","Industry_Profe","Industry_Educa","Industry_Arts,","Industry_Other","Industry_Publi","HouseType_Owner occupied","HouseType_Renter occupied","Race_White alone","Race_Black or African American","Race_American Indian and Alaska","Race_Asian alone","Race_Native Hawaiian and Other","Race_Some other race alone","Race_Two or more races:","geometry","AREA","NumColleges","DistToRiver","MinDistToHwy","NumHwys","AnyHwys","avg_elevation","pctWhite","incomeThousands"
"27123032200","Census Tract 322; Ramsey County; Minnesota",83904,2343,37.1,284400,2.12,1020,0.608194622279129,0.31924882629108,0.00768245838668374,0.0648740930431071,0,0.0516039051603905,0.0550906555090655,0.0348675034867503,0.0906555090655509,0.0202231520223152,0,0.117852161785216,0.0850767085076709,0.375871687587169,0.0523012552301255,0.0627615062761506,0.0536959553695955,0.605882352941176,0.394117647058824,0.82757148954332,0.125906956892872,0.00512163892445583,0.0277422108408024,0,0.011096884336321,0.00256081946222791,list(list(c(2841119.40379096, 2841514.0775739, 2841494.65064817, 2841904.27705567, 2842888.67453059, 2842904.59427501, 2842921.83125433, 2842936.97901285, 2841165.42610262, 2841146.85070326, 2841127.16603096, 2841119.40379096, 1045179.56029534, 1045186.15410545, 1046500.72186025, 1047115.63881127, 1046931.07091037, 1044785.53122389, 1043465.83877536, 1042147.94930523, 1042123.55093643, 1043433.0195604, 1044749.77041872, 1045179.56029534))),7887219.42713606,1,9839.24823624563,1402.49613378263,0,FALSE,283.640625,82.757148954332,83.904
"27123031200","Census Tract 312; Ramsey County; Minnesota",72188,3052,37.9,238600,2.09,1459,0.610747051114024,0.26605504587156,0.00425950196592398,0.118938401048493,0,0.0185479597244303,0.0858505564387917,0.0190779014308426,0.0990990990990991,0.0339162692103869,0.0190779014308426,0.0577636459989401,0.174880763116057,0.326444091149974,0.0519342872284049,0.0243773184949656,0.0890302066772655,0.704592186429061,0.295407813570939,0.696592398427261,0.0671690694626474,0.0167103538663172,0.0982961992136304,0,0.0160550458715596,0.105176933158585,list(list(c(2845532.55473772, 2845523.88322759, 2846179.13656041, 2847595.76099427, 2848580.78677853, 2849859.40009468, 2850743.95607811, 2850762.069169, 2850765.37730194, 2850770.33620029, 2850777.96072594, 2847470.66841316, 2846850.89857223, 2845541.53038495, 2845532.55473772, 1047553.54674593, 1048681.54957429, 1048685.48428544, 1048766.36033811, 1048984.95524687, 1049288.75657813, 1049653.68512288, 1047813.70260543, 1047504.18614061, 1046846.48737318, 1045890.9335146, 1046120.9131023, 1046181.11796076, 
1046421.1729313, 1047553.54674593))),15062827.0361803,0,11736.3737126483,5079.63699737919,0,FALSE,277.204918032787,69.6592398427261,72.188
"27123037100","Census Tract 371; Ramsey County; Minnesota",65449,4944,36,255000,2.26,2102,0.62378640776699,0.227750809061489,0.0242718446601942,0.124190938511327,0,0.129666011787819,0.0628683693516699,0.0609037328094303,0.0648330058939096,0.0337917485265226,0.0121807465618861,0.156385068762279,0.139489194499018,0.216110019646365,0.0707269155206287,0.0204322200392927,0.0326129666011788,0.443387250237869,0.556612749762131,0.55542071197411,0.0918284789644013,0.0133495145631068,0.0920307443365696,0,0.0691747572815534,0.178195792880259,list(list(c(2856634.65182204, 2857755.09408361, 2859398.49131881, 2859659.48334401, 2859922.90286741, 2860542.16137579, 2860929.43496319, 2862566.71687978, 2862647.80736818, 2862726.1734179, 2861593.51940467, 2860834.04053397, 2860865.80979409, 2860877.73562996, 2860129.56706059, 2860123.57795866, 2858800.9214277, 2858380.6828497, 2858366.24774469, 2858336.66631555, 2858325.2901351, 2858335.17641391, 2857219.88654787, 2857111.96824301, 2856634.65182204, 1034043.74858364, 1035707.71647869, 1037272.89961375, 
1037228.7616725, 1037455.55616599, 1037700.5365409, 1038081.13002813, 1035476.85804816, 1035266.66281355, 1032880.83642893, 1032860.83714776, 1032845.05845013, 1030995.77434677, 1030135.80639987, 1030119.086465, 1030494.56182302, 1030498.48800166, 1030624.00822677, 1031345.03505384, 1032781.24850133, 1033412.98230567, 1033901.66152505, 1033178.40105534, 1033500.98431476, 1034043.74858364))),27034310.2099762,0,0,1758.24074180522,0,FALSE,237.467289719626,55.542071197411,65.449
"27123040504","Census Tract 405.04; Ramsey County; Minnesota",74215,4073,37.7,338200,2.07,1944,0.661183402897127,0.246501350356003,0.00589246255831083,0.0864227841885588,0.003690036900369,0.101014760147601,0.122693726937269,0.0124538745387454,0.069649446494465,0.0253690036900369,0.0055350553505535,0.0728782287822878,0.106549815498155,0.344557195571956,0.0576568265682657,0.0641143911439114,0.0138376383763838,0.448559670781893,0.551440329218107,0.841149030198871,0.060397741222686,0,0.0154677142155659,0,0.0240608887797692,0.0589246255831083,list(list(c(2868432.42690144, 2869341.5024735, 2869891.1913181, 2870999.60996328, 2871089.74037171, 2871140.3537637, 2871456.84347905, 2873671.66685034, 2873669.29686628, 2874982.01264923, 2874979.13023747, 2876296.75327576, 2878930.79968588, 2878930.95075721, 2878953.03837896, 2876474.48781936, 2876328.38689417, 2876994.46681666, 2877006.86556956, 2876940.2280353, 2876948.2310682, 2876360.39839617, 2873744.69104397, 2869293.87108455, 2868482.26873961, 2868437.85087086, 2868432.42690144, 1090426.69406495, 
1090996.18155356, 1091259.62088757, 1091473.07002961, 1091474.12193824, 1091475.07744027, 1091556.07577643, 1092125.01393348, 1092282.14023589, 1092618.90225779, 1092840.19697022, 1092955.77063747, 1093712.21589515, 1093656.79416141, 1091544.40411545, 1091523.08038232, 1090193.73089377, 1090201.31680155, 1088882.97460246, 1088882.17826078, 1087563.78523464, 1087551.66499454, 1087511.16609635, 1087482.8311027, 1087474.90210844, 1090113.54354044, 1090426.69406495))),40797575.262385,0,47879.2139225358,0,1,TRUE,283.206060606061,84.1149030198871,74.215
"27123041002","Census Tract 410.02; Ramsey County; Minnesota",105833,3148,38.1,323400,2.4,1308,0.593710292249047,0.228081321473952,0.00508259212198221,0.173125794155019,0,0.0747058823529412,0.114705882352941,0.0182352941176471,0.0705882352941176,0.0429411764705882,0.0235294117647059,0.0788235294117647,0.144705882352941,0.311764705882353,0.0217647058823529,0.0641176470588235,0.0341176470588235,0.676605504587156,0.323394495412844,0.668360864040661,0.12579415501906,0,0.14294790343075,0,0.00476493011435832,0.0581321473951715,list(list(c(2824035.05467173, 2825255.50073756, 2826258.76622429, 2827293.98028095, 2827831.73948363, 2828896.9528165, 2828917.70045563, 2828953.04336675, 2829014.47284918, 2826376.70389379, 2824106.93093273, 2824076.74224617, 2824035.05467173, 1097139.71833263, 1097421.8309034, 1097460.92464086, 1097157.26493093, 1097515.02296229, 1097555.56788193, 1096532.27846296, 1094908.23757231, 1092270.44597995, 1092171.05871073, 1092100.9980639, 1094722.32040795, 1097139.71833263))),25402156.3250384,0,50754.8942351561,3920.42017281306,0,FALSE,274.193236714976,66.8360864040661,105.833
"27123042301","Census Tract 423.01; Ramsey County; Minnesota",117083,3186,40.6,325600,2.85,1112,0.637476459510358,0.143126177024482,0.0558694287507847,0.163527934714375,0.0111940298507463,0.0603233830845771,0.129353233830846,0.00932835820895522,0.103855721393035,0.0267412935323383,0,0.0914179104477612,0.212064676616915,0.261194029850746,0.00932835820895522,0.0528606965174129,0.0323383084577114,0.888489208633094,0.111510791366906,0.593848085373509,0.000313873195229127,0.0034526051475204,0.296296296296296,0,0.0153797865662272,0.0907093534212178,list(list(c(2866055.61701046, 2868712.26191943, 2868637.73391281, 2871848.69806579, 2873662.71003431, 2873745.89653877, 2873911.56315557, 2873999.23813625, 2873999.46692575, 2874074.25356388, 2874108.90677711, 2869033.91523167, 2867303.86911625, 2866176.27508027, 2866147.67931154, 2866055.61701046, 1068802.14555269, 1068811.50988249, 1071660.87127136, 1071681.78153953, 1071690.31818118, 1071783.18282516, 1071480.67872278, 1071302.68474358, 1068872.86380937, 1066238.28341731, 1062929.05880159, 1062884.36700996, 
1062841.10298166, 1062405.23652378, 1066153.16120866, 1068802.14555269))),62464051.8516488,0,22713.6888741462,0,1,TRUE,268.766393442623,59.3848085373509,117.083
"27123036600","Census Tract 366; Ramsey County; Minnesota",115869,4128,45.9,362400,2.21,1869,0.632994186046512,0.332848837209302,0.00411821705426357,0.0300387596899225,0,0.052159739201304,0.139771801140994,0,0.10839445802771,0.0118174409127954,0.0607171964140179,0.134474327628362,0.146699266503667,0.190301548492258,0.0757946210268949,0.0289323553382233,0.0509372453137734,0.821829855537721,0.178170144462279,0.892684108527132,0.0404554263565891,0,0.0210755813953488,0,0.00532945736434109,0.0404554263565891,list(list(c(2843016.5043105, 2843090.15583748, 2843069.4368294, 2843062.14982396, 2843058.72021056, 2843040.66404816, 2843012.86723625, 2844341.89089419, 2844739.40569193, 2846110.62044882, 2846956.86402238, 2847054.19012186, 2846474.18032144, 2846175.53731515, 2846121.92367301, 2845691.46444924, 2845707.98996698, 2845442.87297638, 2845055.96985791, 2844145.81656283, 2843415.06329884, 2843110.95270616, 2843016.5043105, 1025195.5155747, 1026896.76701998, 1029030.9219614, 1029687.12763572, 1030019.60802176, 
1031669.60552991, 1034314.13863268, 1034320.23280677, 1034322.17431505, 1033018.43746406, 1033033.50506025, 1033038.90251833, 1032456.74587406, 1031690.50720727, 1031690.31090252, 1031688.36456711, 1029038.61530312, 1028428.42441764, 1026549.98382419, 1025502.15085376, 1025012.58941558, 1024805.27474194, 1025195.5155747))),22387491.2248514,0,3638.5076627844,0,1,TRUE,277.789473684211,89.2684108527132,115.869
"27123041500","Census Tract 415; Ramsey County; Minnesota",116917,5590,47.6,328600,2.24,2385,0.702862254025045,0.218783542039356,0.00483005366726297,0.0735241502683363,0.0147645650438947,0.0219473264166002,0.118914604948125,0.0147645650438947,0.131284916201117,0.104549082202713,0.0167597765363128,0.0925778132482043,0.116121308858739,0.245411013567438,0.044293695131684,0.0383080606544294,0.0403032721468476,0.855345911949686,0.144654088050314,0.788908765652952,0.0599284436493739,0.00107334525939177,0.0899821109123435,0,0.018783542039356,0.0413237924865832,list(list(c(2844872.25008575, 2845154.22357968, 2847818.00463402, 2854723.10120395, 2854013.34081949, 2853081.12595853, 2850548.4582662, 2850585.65976678, 2850628.86253933, 2850655.15473893, 2849996.33177505, 2848093.85319114, 2847189.05373928, 2845397.32655604, 2845312.23504143, 2845247.28176808, 2844658.90417303, 2844872.25008575, 1070731.50083748, 1071359.39004708, 1071416.88722661, 1071506.25197927, 1071253.5144249, 1070866.40427007, 1068307.6589922, 1065915.82463657, 1063253.15245447, 1061906.55522369, 
1061887.49038566, 1062097.36758095, 1062177.88313497, 1062140.50361875, 1065732.86581403, 1067744.1215683, 1069321.13992291, 1070731.50083748))),55958558.4860487,0,25622.3287605832,3134.70291716672,0,FALSE,277.366890380313,78.8908765652952,116.917
"27123040704","Census Tract 407.04; Ramsey County; Minnesota",80488,5370,41.3,352000,2.17,2408,0.56610800744879,0.299813780260708,0.00577281191806331,0.128305400372439,0,0.0382473078351281,0.202747864834757,0.0367619754920163,0.0809506126995915,0.0330486446342369,0.00816932788711474,0.0802079465280356,0.0950612699591534,0.281841812105459,0.0605272929818047,0.0701819532120312,0.0122539918306721,0.558554817275748,0.441445182724252,0.735940409683426,0.0545623836126629,0,0.0998137802607076,0,0.00484171322160149,0.104841713221601,list(list(c(2845039.48591013, 2849123.24135722, 2849204.36168001, 2849111.74428857, 2855239.0755274, 2855461.86961455, 2855566.48429449, 2855595.31283869, 2855670.12954964, 2855670.52752985, 2855674.66344501, 2855717.31855711, 2854723.10120395, 2847818.00463402, 2845154.22357968, 2845166.00467441, 2845144.5382952, 2845136.11426342, 2845039.48591013, 1080027.29999406, 1078795.23367278, 1079259.88961713, 1080655.39247095, 1080793.9530246, 1081310.50002647, 1081054.22197944, 1079811.91419833, 1074150.94040148, 
1074138.18314899, 1073972.69215047, 1071513.81837518, 1071506.25197927, 1071416.88722661, 1071359.39004708, 1072633.47646592, 1073996.91281128, 1074506.92183111, 1080027.29999406))),92470794.0812778,0,32860.4774064752,0,2,TRUE,281.052413793103,73.5940409683426,80.488
"27123040503","Census Tract 405.03; Ramsey County; Minnesota",101715,3420,42.7,335700,2.21,1531,0.681286549707602,0.218713450292398,0.00380116959064327,0.0961988304093567,0.000578368999421631,0.0948525159051475,0.120300751879699,0.0410641989589358,0.075187969924812,0.0237131289762869,0.00983227299016773,0.0497397339502603,0.10294968189705,0.218045112781955,0.0717177559282823,0.100057836899942,0.0919606709080393,0.760940561724363,0.239059438275637,0.84093567251462,0.0233918128654971,0.000292397660818713,0.033625730994152,0,0.0508771929824561,0.0508771929824561,list(list(c(2868482.26873961, 2869293.87108455, 2873744.69104397, 2876360.39839617, 2876948.2310682, 2876956.66137501, 2878255.37590411, 2877847.62224617, 2876592.46990724, 2875882.72282696, 2875749.92986394, 2875450.29237473, 2874968.43364241, 2874557.63100248, 2874365.0838433, 2873562.64956261, 2873864.96691492, 2873812.25274058, 2869850.99940853, 2869899.24189306, 2868715.84112291, 2868708.97970116, 2868746.03297434, 2870135.97076558, 2870134.39879083, 2870132.04955413, 2870163.61326919, 2869853.90558199, 
2869805.14900427, 2868508.01415515, 2868482.26873961, 1087474.90210844, 1087482.8311027, 1087511.16609635, 1087551.66499454, 1087563.78523464, 1086879.84771362, 1086255.4866648, 1085464.0961712, 1082281.95451126, 1080276.09195457, 1080011.98424832, 1079651.82313674, 1079249.03328703, 1076988.98060423, 1076004.04841675, 1075992.02686546, 1076438.97051197, 1076985.64581221, 1076941.48608978, 1077728.53370733, 1079646.22761774, 1079725.63586014, 1079672.46461806, 1081021.26594202, 1081156.52258891, 
1081803.33569443, 1081800.05633765, 1082234.73506542, 1084854.3514839, 1084842.61501147, 1087474.90210844))),74728567.3480797,0,37261.5362410287,0,2,TRUE,285.416806722689,84.093567251462,101.715
"27123037402","Census Tract 374.02; Ramsey County; Minnesota",67431,4060,32.5,254000,2.34,1726,0.520197044334975,0.231034482758621,0.0150246305418719,0.233743842364532,0.00627110467920888,0.0578871201157742,0.0680173661360347,0.0506512301013025,0.101302460202605,0.0356970574047275,0.00964785335262904,0.0675349734684033,0.141823444283647,0.264833574529667,0.0998552821997106,0.044862518089725,0.0516160154365654,0.451332560834299,0.548667439165701,0.444581280788177,0.263300492610837,0.0113300492610837,0.15320197044335,0,0.0645320197044335,0.0630541871921182,list(list(c(2872992.31963496, 2873067.917046, 2874595.21393733, 2877033.86064622, 2877028.13370433, 2878094.79324166, 2878656.04775174, 2879650.49722917, 2879650.33909408, 2882011.02384516, 2882260.34280412, 2882295.09946096, 2881611.91163719, 2881220.36343384, 2879772.54879372, 2879687.23505316, 2878681.63832159, 2878198.36846779, 2877989.93302838, 2877846.47746881, 2877609.1567072, 2877729.32515309, 2877265.42964326, 2876584.95708199, 2876064.4350289, 2875692.58255536, 2874252.86885777, 2873357.14245768, 
2873056.70139177, 2872992.31963496, 1039569.38022316, 1039945.08579196, 1039972.91301755, 1039982.89506765, 1040332.85256725, 1040339.03692413, 1039978.60309802, 1039983.99909337, 1039997.12317256, 1040010.02102313, 1039969.30106239, 1038688.11644324, 1038270.71761123, 1038593.38771364, 1038063.97324024, 1038202.95532971, 1038299.51559046, 1038112.14497162, 1037808.11680597, 1037721.44615521, 1037103.5123286, 1036344.37388257, 1035852.80867978, 1035691.92766362, 1034818.69987737, 1035273.32859492, 
1038286.92976485, 1038930.49373363, 1039356.47481466, 1039569.38022316))),23271582.6410356,0,3902.64457569724,0,2,TRUE,262.792553191489,44.4581280788177,67.431
"27123042001","Census Tract 420.01; Ramsey County; Minnesota",59384,1814,29.9,379200,1.98,723,0.343439911797133,0.303197353914002,0.0115766262403528,0.341786108048512,0,0.013986013986014,0.021978021978022,0.00699300699300699,0.107892107892108,0.022977022977023,0.00599400599400599,0.022977022977023,0.113886113886114,0.563436563436563,0.04995004995005,0.037962037962038,0.031968031968032,0.297372060857538,0.702627939142462,0.598125689084895,0.045755237045204,0,0.304851157662624,0,0.0148842337375965,0.0363836824696803,list(list(c(2832317.28734453, 2832286.38239915, 2834936.90591366, 2834958.4620803, 2840291.7478287, 2840216.71037011, 2840213.08207172, 2840217.31695092, 2840215.3448878, 2837366.51563952, 2834968.67176426, 2834963.71036962, 2834962.82125332, 2834958.34836898, 2832321.32511275, 2832317.28734453, 1055150.79380127, 1057797.53876988, 1057825.55427413, 1055189.65514329, 1055269.61619335, 1053950.4288375, 1052630.87723672, 1051250.51797982, 1049996.61558989, 1049955.01510968, 1049921.19433883, 1052215.97458608, 
1052565.62322027, 1053874.15184458, 1053843.71886522, 1055150.79380127))),38186371.8795445,0,9847.44652876467,3606.1886208109,0,FALSE,289.380191693291,59.8125689084895,59.384
"27123042504","Census Tract 425.04; Ramsey County; Minnesota",102956,4470,39.8,295600,2.35,1831,0.682102908277405,0.202908277404922,0.00760626398210291,0.10738255033557,0,0.0119733924611973,0.174279379157428,0.00931263858093126,0.0753880266075388,0.0829268292682927,0.0314855875831486,0.0931263858093126,0.122394678492239,0.259866962305987,0.0416851441241685,0.0208425720620843,0.0767184035476718,0.825232113599126,0.174767886400874,0.554809843400447,0.167561521252796,0,0.179865771812081,0,0.00984340044742729,0.0879194630872483,list(list(c(2882249.08444377, 2885909.11141781, 2887534.0167311, 2887573.17840365, 2887566.39423379, 2887607.0770837, 2887678.89421418, 2887679.42414343, 2887721.85621958, 2882445.03968945, 2882443.61048895, 2882412.06864658, 2882383.12946272, 2882368.52333182, 2882325.84284824, 2882295.09946096, 2882260.34280412, 2882249.08444377, 1040638.95500664, 1040029.34420358, 1040036.70463682, 1038947.72997821, 1038743.46300087, 1037448.86754061, 1032564.70455886, 1032522.05176992, 1029482.09988006, 1029371.61986727, 
1029489.00623595, 1031994.57559278, 1034307.66808222, 1035145.7277161, 1037247.54964069, 1038688.11644324, 1039969.30106239, 1040638.95500664))),57062384.473168,0,8747.45108365028,0,2,TRUE,300.64989059081,55.4809843400447,102.956
